,init_assem_id,entering_assem_id,product_assem_id,leaving_assem_id,metal_bs,leaving_bs,entering_bs,duplicate_count,kind
0,11,,14,2,M1.b,X0.a,L3.a,2,intra
1,15,,21,2,M1.b,X0.a,L3.a,4,intra
2,16,,21,2,M1.b,X0.a,L3.a,2,intra
3,17,,21,2,M1.b,X0.a,L3.a,2,intra
4,22,,28,2,M1.b,X0.a,L3.a,4,intra
5,23,,28,2,M1.b,X0.a,L3.a,2,intra
6,24,,29,2,M1.b,X0.a,L3.a,2,intra
7,25,,28,2,M1.b,X0.a,L3.a,2,intra
8,26,,29,2,M1.b,X0.a,L3.a,4,intra
9,27,,29,2,M1.b,X0.a,L3.a,1,intra
10,27,,41,2,M1.b,X0.a,L6.a,2,intra
11,30,,42,2,M1.b,X0.a,L3.a,2,intra
12,31,,43,2,M1.b,X0.a,L3.a,4,intra
13,32,,43,2,M1.b,X0.a,L3.a,8,intra
14,33,,43,2,M1.b,X0.a,L3.a,1,intra
15,33,,59,2,M6.b,X1.a,L4.a,2,intra
16,34,,43,2,M1.b,X0.a,L3.a,2,intra
17,34,,59,2,M1.b,X0.a,L6.a,4,intra
18,35,,43,2,M7.b,X1.a,L2.c,1,intra
19,35,,59,2,M7.b,X1.a,L3.a,2,intra
20,35,,44,2,M1.b,X0.a,L3.a,2,intra
21,36,,43,2,M1.b,X0.a,L3.a,2,intra
22,36,,44,2,M1.b,X0.a,L5.a,4,intra
23,37,,44,2,M1.b,X0.a,L3.a,2,intra
24,37,,59,2,M1.b,X0.a,L6.a,2,intra
25,45,,60,2,M1.b,X0.a,L3.a,1,intra
26,45,,83,2,M6.b,X2.a,L4.a,2,intra
27,45,,62,2,M5.b,X1.a,L4.a,2,intra
28,46,,60,2,M1.b,X0.a,L3.a,2,intra
29,46,,62,2,M1.b,X0.a,L5.a,4,intra
30,46,,63,2,M6.b,X2.a,L5.a,2,intra
31,47,,63,2,M5.b,X2.a,L6.a,2,intra
32,47,,60,2,M1.b,X0.a,L3.a,2,intra
33,47,,83,2,M1.b,X0.a,L6.a,4,intra
34,48,,61,2,M1.b,X0.a,L3.a,4,intra
35,49,,61,2,M1.b,X0.a,L3.a,1,intra
36,49,,85,2,M1.b,X0.a,L6.a,2,intra
37,50,,62,2,M1.b,X0.a,L3.a,1,intra
38,50,,62,2,M7.b,X2.a,L2.c,1,intra
39,50,,83,2,M6.b,X1.a,L4.a,1,intra
40,50,,92,2,M7.b,X2.a,L3.a,1,intra
41,51,,62,2,M1.b,X0.a,L3.a,2,intra
42,51,,63,2,M9.b,X2.a,L2.c,1,intra
43,51,,83,2,M1.b,X0.a,L6.a,2,intra
44,52,,64,2,M1.b,X0.a,L3.a,4,intra
45,53,,61,2,M1.b,X0.a,L3.a,1,intra
46,53,,85,2,M1.b,X0.a,L6.a,2,intra
47,53,,64,2,M1.b,X0.a,L5.a,2,intra
48,54,,62,2,M1.b,X0.a,L3.a,6,intra
49,55,,85,2,M1.b,X0.a,L6.b,1,intra
50,55,,91,2,M1.b,X0.a,L4.a,2,intra
51,55,,64,2,M1.b,X0.a,L3.a,1,intra
52,57,,85,2,M8.b,X0.a,L3.b,4,intra
53,58,,92,2,M8.b,X1.a,L3.b,4,intra
54,65,,93,2,M1.b,X0.a,L3.a,1,intra
55,65,,113,2,M6.b,X1.a,L4.a,2,intra
56,65,,95,2,M1.b,X0.a,L5.a,2,intra
57,65,,99,2,M6.b,X1.a,L5.a,2,intra
58,66,,93,2,M1.b,X0.a,L3.a,1,intra
59,66,,113,2,M1.b,X0.a,L6.a,2,intra
60,66,,99,2,M5.b,X1.a,L6.a,2,intra
61,66,,97,2,M5.b,X1.a,L4.a,2,intra
62,67,,133,2,M6.b,X2.a,L4.a,2,intra
63,67,,94,2,M1.b,X0.a,L3.a,2,intra
64,68,,113,2,M1.b,X0.a,L6.a,4,intra
65,68,,93,2,M1.b,X0.a,L3.a,2,intra
66,68,,97,2,M1.b,X0.a,L5.a,4,intra
67,69,,94,2,M1.b,X0.a,L3.a,4,intra
68,69,,96,2,M6.b,X2.a,L5.a,2,intra
69,70,,96,2,M5.b,X2.a,L6.a,1,intra
70,70,,94,2,M1.b,X0.a,L3.a,2,intra
71,70,,133,2,M1.b,X0.a,L6.a,2,intra
72,71,,95,2,M1.b,X0.a,L3.a,4,intra
73,71,,113,2,M7.b,X1.a,L3.a,4,intra
74,72,,133,2,M7.b,X2.a,L3.a,4,intra
75,72,,96,2,M1.b,X0.a,L3.a,2,intra
76,73,,96,2,M1.b,X0.a,L3.a,8,intra
77,74,,97,2,M7.b,X1.a,L2.c,1,intra
78,74,,95,2,M1.b,X0.a,L3.a,1,intra
79,74,,127,2,M1.b,X0.a,L6.a,2,intra
80,74,,135,2,M7.b,X1.a,L3.a,1,intra
81,74,,118,2,M7.b,X1.a,L6.a,2,intra
82,75,,113,2,M1.b,X0.a,L6.a,1,intra
83,75,,95,2,M1.b,X0.a,L3.a,1,intra
84,75,,118,2,M9.b,X1.a,L4.a,2,intra
85,75,,99,2,M9.b,X1.a,L2.c,1,intra
86,76,,97,2,M1.b,X0.a,L3.a,1,intra
87,76,,118,2,M6.b,X1.a,L6.b,2,intra
88,76,,113,2,M6.b,X1.a,L4.a,1,intra
89,76,,98,2,M1.b,X0.a,L6.b,2,intra
90,77,,118,2,M1.b,X0.a,L4.a,4,intra
91,77,,97,2,M1.b,X0.a,L3.a,2,intra
92,77,,113,2,M1.b,X0.a,L6.b,2,intra
93,78,,96,2,M1.b,X0.a,L3.a,4,intra
94,79,,97,2,M1.b,X0.a,L5.a,2,intra
95,79,,95,2,M1.b,X0.a,L3.a,2,intra
96,79,,127,2,M1.b,X0.a,L6.a,4,intra
97,80,,135,2,M1.b,X0.a,L6.a,1,intra
98,80,,95,2,M1.b,X0.a,L3.a,1,intra
99,80,,127,2,M9.b,X1.a,L5.a,2,intra
100,80,,98,2,M1.b,X0.a,L5.a,2,intra
101,80,,113,2,M9.b,X1.a,L1.c,1,intra
102,81,,96,2,M1.b,X0.a,L3.a,1,intra
103,81,,133,2,M7.a,X2.a,L1.c,2,intra
104,82,,127,2,M1.b,X0.a,L6.b,2,intra
105,82,,98,2,M1.b,X0.a,L3.a,2,intra
106,82,,118,2,M1.b,X0.a,L4.a,2,intra
107,86,,135,2,M8.b,X0.a,L3.b,8,intra
108,88,,135,2,M4.b,X0.a,L4.b,4,intra
109,95,,144,2,M7.b,X0.a,L5.a,2,intra
110,97,,144,2,M5.b,X0.a,L6.b,2,intra
111,98,,144,2,M6.a,X0.a,L2.c,2,intra
112,100,,137,2,M1.b,X0.a,L3.a,1,intra
113,100,,210,2,M1.b,X0.a,L6.a,2,intra
114,100,,143,2,M1.b,X0.a,L5.a,2,intra
115,101,,138,2,M1.b,X0.a,L3.a,1,intra
116,101,,157,2,M7.b,X2.a,L5.a,2,intra
117,101,,147,2,M6.b,X1.a,L5.a,2,intra
118,101,,142,2,M1.b,X0.a,L5.a,2,intra
119,101,,175,2,M6.b,X1.a,L4.a,1,intra
120,101,,178,2,M7.b,X2.a,L3.a,1,intra
121,102,,146,2,M6.b,X1.a,L5.a,2,intra
122,102,,138,2,M1.b,X0.a,L3.a,2,intra
123,102,,157,2,M6.b,X1.a,L4.a,4,intra
124,103,,140,2,M5.b,X1.a,L4.a,1,intra
125,103,,138,2,M1.b,X0.a,L3.a,1,intra
126,103,,157,2,M1.b,X0.a,L6.a,2,intra
127,103,,161,2,M7.b,X2.a,L6.a,2,intra
128,103,,147,2,M5.b,X1.a,L6.a,2,intra
129,103,,175,2,M7.b,X2.a,L3.a,1,intra
130,104,,178,2,M1.b,X0.a,L6.a,1,intra
131,104,,161,2,M9.b,X2.a,L4.a,2,intra
132,104,,146,2,M5.b,X1.a,L6.a,1,intra
133,104,,138,2,M1.b,X0.a,L3.a,1,intra
134,104,,145,2,M5.b,X1.a,L4.a,2,intra
135,105,,139,2,M1.b,X0.a,L3.a,1,intra
136,105,,204,2,M7.b,X3.a,L3.a,2,intra
137,106,,140,2,M1.b,X0.a,L5.a,2,intra
138,106,,138,2,M1.b,X0.a,L3.a,2,intra
139,106,,157,2,M1.b,X0.a,L6.a,4,intra
140,106,,141,2,M8.b,X2.a,L3.a,1,intra
141,106,,170,2,M8.b,X2.a,L6.a,2,intra
142,107,,138,2,M1.b,X0.a,L3.a,2,intra
143,107,,175,2,M1.b,X0.a,L6.a,2,intra
144,107,,170,2,M9.b,X2.a,L5.a,2,intra
145,107,,145,2,M1.b,X0.a,L5.a,4,intra
146,108,,139,2,M1.b,X0.a,L3.a,4,intra
147,109,,141,2,M5.b,X2.a,L6.b,1,intra
148,109,,161,2,M1.b,X0.a,L4.a,4,intra
149,109,,170,2,M5.b,X2.a,L4.a,2,intra
150,109,,140,2,M1.b,X0.a,L3.a,2,intra
151,109,,175,2,M1.b,X0.a,L6.b,2,intra
152,110,,139,2,M1.b,X0.a,L3.a,2,intra
153,111,,175,2,M7.b,X1.a,L3.a,8,intra
154,111,,141,2,M1.b,X0.a,L3.a,4,intra
155,112,,149,2,M1.b,X0.a,L6.b,2,intra
156,112,,143,2,M1.b,X0.a,L3.a,4,intra
157,113,,144,2,M1.b,X0.a,L3.a,2,intra
158,114,,146,2,M8.b,X1.a,L3.a,4,intra
159,114,,178,2,M8.b,X1.a,L4.a,4,intra
160,114,,141,2,M1.b,X0.a,L3.a,2,intra
161,115,,146,2,M1.b,X0.a,L3.a,4,intra
162,115,,175,2,M5.b,X1.a,L5.a,4,intra
163,116,,185,2,M5.a,X1.a,L3.a,2,intra
164,116,,145,2,M1.b,X0.a,L3.a,2,intra
165,116,,157,2,M5.a,X1.a,L2.c,2,intra
166,117,,157,2,M1.b,X0.a,L6.a,1,intra
167,117,,145,2,M7.b,X1.a,L2.c,1,intra
168,117,,142,2,M1.b,X0.a,L3.a,1,intra
169,117,,185,2,M7.b,X1.a,L6.a,1,intra
170,117,,199,2,M7.b,X1.a,L3.a,1,intra
171,117,,161,2,M9.b,X2.a,L4.a,1,intra
172,117,,147,2,M9.b,X2.a,L2.c,1,intra
173,118,,144,2,M1.b,X0.a,L3.a,2,intra
174,119,,143,2,M1.b,X0.a,L3.a,1,intra
175,119,,207,2,M1.b,X0.a,L6.a,2,intra
176,119,,150,2,M1.b,X0.a,L5.a,2,intra
177,120,,210,2,M1.b,X0.a,L6.a,1,intra
178,120,,143,2,M1.b,X0.a,L3.a,1,intra
179,120,,209,2,M1.b,X0.a,L5.b,2,intra
180,121,,185,2,M7.a,X1.a,L4.a,4,intra
181,121,,141,2,M1.b,X0.a,L3.a,1,intra
182,121,,146,2,M7.a,X1.a,L2.c,2,intra
183,122,,170,2,M5.a,X2.a,L2.c,1,intra
184,122,,161,2,M1.b,X0.a,L5.b,2,intra
185,122,,145,2,M1.b,X0.a,L3.a,2,intra
186,122,,148,2,M5.a,X2.a,L3.a,1,intra
187,122,,157,2,M1.b,X0.a,L6.a,2,intra
188,123,,178,2,M5.a,X1.a,L2.c,2,intra
189,123,,148,2,M1.b,X0.a,L3.a,2,intra
190,123,,185,2,M5.a,X1.a,L3.a,4,intra
191,124,,145,2,M1.b,X0.a,L3.a,2,intra
192,124,,157,2,M4.a,X1.a,L1.c,2,intra
193,124,,199,2,M1.b,X0.a,L4.b,2,intra
194,124,,142,2,M1.b,X0.a,L5.a,2,intra
195,125,,211,2,M1.b,X0.a,L6.b,1,intra
196,125,,209,2,M1.b,X0.a,L4.a,2,intra
197,125,,143,2,M1.b,X0.a,L3.a,1,intra
198,125,,150,2,M1.b,X0.a,L5.a,2,intra
199,126,,143,2,M1.b,X0.a,L3.a,2,intra
200,126,,207,2,M1.b,X0.a,L4.b,4,intra
201,127,,144,2,M1.b,X0.a,L3.a,2,intra
202,128,,199,2,M7.a,X1.a,L5.a,4,intra
203,128,,141,2,M1.b,X0.a,L3.a,1,intra
204,128,,175,2,M7.a,X1.a,L1.c,2,intra
205,128,,148,2,M1.b,X0.a,L5.a,2,intra
206,129,,175,2,M9.b,X2.a,L1.c,1,intra
207,129,,185,2,M1.b,X0.a,L4.a,2,intra
208,129,,146,2,M1.b,X0.a,L3.a,1,intra
209,129,,199,2,M5.b,X1.a,L4.a,2,intra
210,130,,149,2,M1.b,X0.a,L3.a,2,intra
211,130,,210,2,M1.b,X0.a,L4.b,4,intra
212,131,,207,2,M1.b,X0.a,L6.b,1,intra
213,131,,150,2,M1.b,X0.a,L3.a,1,intra
214,131,,212,2,M1.b,X0.a,L5.a,2,intra
215,131,,209,2,M1.b,X0.a,L4.c,1,intra
216,132,,149,2,M1.b,X0.a,L3.a,1,intra
217,132,,209,2,M1.b,X0.a,L4.a,4,intra
218,134,,209,2,M8.b,X0.a,L6.a,2,intra
219,134,,210,2,M8.b,X0.a,L3.b,1,intra
220,134,,207,2,M8.b,X0.a,L4.a,2,intra
221,136,,211,2,M8.b,X0.a,L3.b,4,intra
222,138,,217,2,M7.b,X1.a,L5.a,2,intra
223,140,,217,2,M5.b,X0.a,L6.b,4,intra
224,141,,221,2,M7.b,X0.a,L5.a,4,intra
225,142,,221,2,M7.b,X0.a,L5.a,2,intra
226,145,,221,2,M5.b,X0.a,L6.b,1,intra
227,145,,217,2,M6.a,X1.a,L3.c,1,intra
228,146,,221,2,M5.b,X0.a,L5.a,2,intra
229,147,,221,2,M6.a,X0.a,L2.c,2,intra
230,148,,221,2,M6.a,X0.a,L2.c,4,intra
231,151,,213,2,M1.b,X0.a,L3.a,1,intra
232,151,,304,2,M1.b,X0.a,L6.a,2,intra
233,151,,279,2,M7.b,X1.a,L3.a,1,intra
234,151,,237,2,M7.b,X1.a,L6.a,2,intra
235,151,,224,2,M1.b,X0.a,L5.a,2,intra
236,151,,238,2,M7.b,X1.a,L5.a,2,intra
237,152,,213,2,M1.b,X0.a,L3.a,1,intra
238,152,,304,2,M1.b,X0.a,L6.a,2,intra
239,152,,223,2,M8.b,X1.a,L3.a,1,intra
240,152,,216,2,M1.b,X0.a,L5.a,1,intra
241,152,,241,2,M8.b,X1.a,L6.a,2,intra
242,152,,238,2,M8.b,X1.a,L4.a,2,intra
243,153,,279,2,M1.b,X0.a,L6.a,1,intra
244,153,,213,2,M1.b,X0.a,L3.a,1,intra
245,153,,241,2,M9.b,X1.a,L5.a,2,intra
246,153,,237,2,M9.b,X1.a,L4.a,2,intra
247,153,,220,2,M1.b,X0.a,L5.a,2,intra
248,154,,276,2,M7.b,X2.a,L3.a,2,intra
249,154,,214,2,M1.b,X0.a,L3.a,1,intra
250,154,,222,2,M1.b,X0.a,L5.a,2,intra
251,154,,231,2,M6.b,X1.a,L5.a,2,intra
252,154,,243,2,M7.b,X2.a,L5.a,4,intra
253,155,,243,2,M6.b,X1.a,L4.a,2,intra
254,155,,215,2,M1.b,X0.a,L3.a,2,intra
255,155,,225,2,M6.b,X1.a,L5.a,2,intra
256,155,,249,2,M7.b,X2.a,L3.a,2,intra
257,156,,216,2,M1.b,X0.a,L3.a,1,intra
258,156,,233,2,M6.b,X1.a,L5.a,2,intra
259,156,,224,2,M1.b,X0.a,L5.a,2,intra
260,156,,237,2,M6.b,X1.a,L6.b,2,intra
261,156,,277,2,M6.b,X1.a,L4.a,1,intra
262,156,,230,2,M1.b,X0.a,L6.b,2,intra
263,157,,217,2,M1.b,X0.a,L3.a,1,intra
264,157,,221,2,M6.b,X1.a,L5.a,1,intra
265,158,,214,2,M1.b,X0.a,L3.a,1,intra
266,158,,249,2,M8.b,X2.a,L4.a,4,intra
267,158,,266,2,M6.b,X1.a,L4.a,2,intra
268,158,,218,2,M8.b,X2.a,L3.a,2,intra
269,159,,276,2,M7.b,X2.a,L3.a,2,intra
270,159,,214,2,M1.b,X0.a,L3.a,1,intra
271,159,,266,2,M1.b,X0.a,L6.a,2,intra
272,159,,231,2,M5.b,X1.a,L6.a,2,intra
273,159,,253,2,M7.b,X2.a,L6.a,4,intra
274,160,,249,2,M1.b,X0.a,L6.a,1,intra
275,160,,219,2,M5.b,X1.a,L4.a,1,intra
276,160,,253,2,M9.b,X3.a,L4.a,1,intra
277,160,,225,2,M5.b,X1.a,L6.a,1,intra
278,160,,215,2,M1.b,X0.a,L3.a,1,intra
279,160,,255,2,M7.b,X2.a,L6.a,1,intra
280,160,,243,2,M7.b,X2.a,L3.a,1,intra
281,161,,221,2,M1.b,X0.a,L6.b,2,intra
282,161,,217,2,M1.b,X0.a,L3.a,2,intra
283,162,,238,2,M1.b,X0.a,L6.a,4,intra
284,162,,216,2,M1.b,X0.a,L3.a,2,intra
285,162,,233,2,M1.b,X0.a,L5.a,4,intra
286,163,,279,2,M1.b,X0.a,L6.a,1,intra
287,163,,223,2,M5.b,X1.a,L6.a,1,intra
288,163,,216,2,M1.b,X0.a,L3.a,1,intra
289,163,,241,2,M5.b,X1.a,L5.b,2,intra
290,163,,237,2,M1.b,X0.a,L5.b,2,intra
291,163,,228,2,M5.b,X1.a,L4.a,2,intra
292,164,,214,2,M1.b,X0.a,L3.a,1,intra
293,164,,255,2,M7.a,X2.a,L4.a,4,intra
294,164,,226,2,M5.b,X1.a,L4.a,2,intra
295,165,,218,2,M1.b,X0.a,L3.a,1,intra
296,165,,253,2,M6.b,X2.a,L5.a,2,intra
297,165,,225,2,M1.b,X0.a,L5.a,2,intra
298,165,,276,2,M7.b,X3.a,L3.a,1,intra
299,165,,243,2,M5.b,X1.a,L5.a,2,intra
300,166,,237,2,M1.b,X0.a,L4.a,4,intra
301,166,,216,2,M1.b,X0.a,L3.a,2,intra
302,166,,228,2,M1.b,X0.a,L5.a,4,intra
303,166,,277,2,M1.b,X0.a,L6.b,2,intra
304,167,,216,2,M1.b,X0.a,L3.a,4,intra
305,167,,238,2,M1.b,X0.a,L4.b,8,intra
306,168,,266,2,M1.b,X0.a,L6.a,8,intra
307,168,,214,2,M1.b,X0.a,L3.a,4,intra
308,169,,219,2,M1.b,X0.a,L5.a,2,intra
309,169,,269,2,M8.b,X2.a,L6.a,1,intra
310,169,,215,2,M1.b,X0.a,L3.a,2,intra
311,169,,222,2,M8.b,X2.a,L3.a,1,intra
312,169,,243,2,M1.b,X0.a,L6.a,2,intra
313,169,,266,2,M9.b,X3.a,L5.a,1,intra
314,170,,217,2,M1.b,X0.a,L3.a,4,intra
315,171,,214,2,M1.b,X0.a,L3.a,2,intra
316,171,,226,2,M1.b,X0.a,L5.a,4,intra
317,171,,269,2,M7.a,X2.a,L5.a,4,intra
318,172,,222,2,M5.b,X2.a,L6.b,1,intra
319,172,,231,2,M8.a,X3.a,L3.a,1,intra
320,172,,219,2,M1.b,X0.a,L3.a,2,intra
321,172,,243,2,M1.b,X0.a,L6.b,2,intra
322,172,,266,2,M5.b,X2.a,L4.c,1,intra
323,172,,253,2,M1.b,X0.a,L4.c,2,intra
324,173,,255,2,M1.b,X0.a,L4.a,4,intra
325,173,,269,2,M5.b,X2.a,L4.a,2,intra
326,173,,218,2,M1.b,X0.a,L3.a,2,intra
327,174,,227,2,M1.b,X0.a,L6.b,1,intra
328,174,,220,2,M1.b,X0.a,L3.a,4,intra
329,174,,237,2,M6.a,X1.a,L3.a,4,intra
330,175,,221,2,M1.b,X0.a,L3.a,2,intra
331,176,,227,2,M1.b,X0.a,L6.b,2,intra
332,176,,223,2,M1.b,X0.a,L3.a,4,intra
333,176,,277,2,M8.a,X1.a,L3.a,4,intra
334,177,,276,2,M8.b,X2.a,L4.a,2,intra
335,177,,225,2,M8.b,X2.a,L3.a,4,intra
336,177,,266,2,M7.b,X1.a,L3.a,2,intra
337,177,,222,2,M1.b,X0.a,L3.a,2,intra
338,178,,221,2,M1.b,X0.a,L3.a,4,intra
339,179,,279,2,M1.b,X0.a,L6.a,4,intra
340,179,,223,2,M1.b,X0.a,L3.a,4,intra
341,180,,279,2,M1.b,X0.a,L4.b,8,intra
342,180,,227,2,M1.b,X0.a,L3.a,4,intra
343,181,,290,2,M5.a,X1.a,L6.a,2,intra
344,181,,220,2,M1.b,X0.a,L3.a,1,intra
345,181,,306,2,M1.b,X0.a,L6.a,2,intra
346,181,,238,2,M5.a,X1.a,L2.c,1,intra
347,181,,289,2,M5.a,X1.a,L3.a,1,intra
348,181,,228,2,M1.b,X0.a,L5.a,1,intra
349,182,,304,2,M1.b,X0.a,L6.a,1,intra
350,182,,220,2,M1.b,X0.a,L3.a,1,intra
351,182,,290,2,M5.a,X1.a,L4.a,2,intra
352,182,,241,2,M5.a,X1.a,L2.c,1,intra
353,182,,232,2,M5.a,X1.a,L3.a,1,intra
354,182,,237,2,M1.b,X0.a,L5.b,1,intra
355,183,,249,2,M5.a,X1.a,L2.c,2,intra
356,183,,226,2,M1.b,X0.a,L3.a,1,intra
357,183,,266,2,M6.b,X2.a,L4.b,1,intra
358,183,,255,2,M5.a,X1.a,L3.a,2,intra
359,184,,304,2,M1.b,X0.a,L6.a,1,intra
360,184,,228,2,M7.b,X1.a,L2.c,1,intra
361,184,,224,2,M1.b,X0.a,L3.a,1,intra
362,184,,290,2,M7.b,X1.a,L5.b,2,intra
363,184,,289,2,M7.b,X1.a,L6.a,1,intra
364,184,,307,2,M7.b,X1.a,L3.a,1,intra
365,184,,302,2,M1.b,X0.a,L5.b,2,intra
366,185,,221,2,M1.b,X0.a,L3.a,2,intra
367,186,,238,2,M1.b,X0.a,L6.a,1,intra
368,186,,224,2,M1.b,X0.a,L3.a,1,intra
369,186,,290,2,M9.b,X1.a,L5.a,2,intra
370,186,,237,2,M9.b,X1.a,L4.b,1,intra
371,186,,229,2,M1.b,X0.a,L5.a,2,intra
372,186,,233,2,M9.b,X1.a,L2.c,1,intra
373,187,,253,2,M7.a,X1.a,L4.b,2,intra
374,187,,269,2,M8.a,X2.a,L3.a,1,intra
375,187,,222,2,M1.b,X0.a,L3.a,1,intra
376,187,,226,2,M8.a,X2.a,L2.c,1,intra
377,187,,225,2,M7.a,X1.a,L2.c,2,intra
378,188,,289,2,M1.b,X0.a,L5.b,4,intra
379,188,,223,2,M1.b,X0.a,L3.a,2,intra
380,189,,226,2,M1.b,X0.a,L3.a,4,intra
381,189,,266,2,M1.b,X0.a,L6.a,4,intra
382,190,,228,2,M1.b,X0.a,L3.a,2,intra
383,190,,238,2,M1.b,X0.a,L6.b,2,intra
384,190,,290,2,M1.b,X0.a,L5.a,4,intra
385,190,,237,2,M1.b,X0.a,L4.c,2,intra
386,191,,227,2,M1.b,X0.a,L3.a,2,intra
387,191,,289,2,M1.b,X0.a,L4.a,8,intra
388,192,,289,2,M5.a,X1.a,L3.a,2,intra
389,192,,279,2,M5.a,X1.a,L2.c,1,intra
390,192,,232,2,M1.b,X0.a,L3.a,2,intra
391,192,,307,2,M1.b,X0.a,L6.a,2,intra
392,193,,303,2,M1.b,X0.a,L6.b,1,intra
393,193,,237,2,M4.a,X1.a,L1.c,1,intra
394,193,,289,2,M1.b,X0.a,L4.a,1,intra
395,193,,220,2,M1.b,X0.a,L3.a,1,intra
396,193,,229,2,M1.b,X0.a,L5.a,2,intra
397,193,,230,2,M4.a,X1.a,L3.a,1,intra
398,193,,302,2,M4.a,X1.a,L5.a,2,intra
399,194,,302,2,M4.a,X1.a,L6.a,2,intra
400,194,,238,2,M4.a,X1.a,L1.c,1,intra
401,194,,220,2,M1.b,X0.a,L3.a,1,intra
402,194,,306,2,M1.b,X0.a,L6.a,2,intra
403,194,,307,2,M1.b,X0.a,L4.b,1,intra
404,194,,224,2,M1.b,X0.a,L5.a,1,intra
405,194,,304,2,M4.a,X1.a,L3.a,1,intra
406,195,,226,2,M1.b,X0.a,L3.a,2,intra
407,195,,243,2,M4.a,X1.a,L1.c,4,intra
408,195,,222,2,M1.b,X0.a,L5.a,2,intra
409,196,,243,2,M5.b,X2.a,L4.a,2,intra
410,196,,225,2,M1.b,X0.a,L3.a,2,intra
411,196,,255,2,M1.b,X0.a,L4.a,2,intra
412,197,,224,2,M1.b,X0.a,L3.a,2,intra
413,197,,302,2,M1.b,X0.a,L4.a,4,intra
414,197,,303,2,M1.b,X0.a,L6.b,2,intra
415,197,,228,2,M1.b,X0.a,L5.a,2,intra
416,198,,289,2,M1.b,X0.a,L4.a,2,intra
417,198,,223,2,M1.b,X0.a,L3.a,1,intra
418,198,,303,2,M9.b,X1.a,L5.a,2,intra
419,198,,232,2,M1.b,X0.a,L5.a,2,intra
420,198,,277,2,M9.b,X1.a,L1.c,1,intra
421,199,,221,2,M1.b,X0.a,L3.a,2,intra
422,200,,304,2,M1.b,X0.a,L4.b,8,intra
423,200,,227,2,M1.b,X0.a,L3.a,2,intra
424,201,,303,2,M5.b,X1.a,L4.a,4,intra
425,201,,289,2,M1.b,X0.a,L4.a,4,intra
426,201,,227,2,M1.b,X0.a,L3.a,1,intra
427,202,,279,2,M1.b,X0.a,L4.b,2,intra
428,202,,304,2,M1.b,X0.a,L6.a,4,intra
429,202,,230,2,M1.b,X0.a,L3.a,4,intra
430,203,,290,2,M1.b,X0.a,L4.b,2,intra
431,203,,229,2,M1.b,X0.a,L3.a,2,intra
432,203,,302,2,M1.b,X0.a,L5.c,2,intra
433,203,,306,2,M1.b,X0.a,L6.a,2,intra
434,206,,289,2,M1.b,X0.a,L3.a,2,intra
435,206,,306,2,M1.b,X0.a,L4.b,4,intra
436,206,,304,2,M1.b,X0.a,L6.a,2,intra
437,208,,307,2,M8.b,X0.a,L4.a,4,intra
438,208,,279,2,M8.b,X0.a,L3.b,2,intra
439,208,,289,2,M8.b,X0.a,L6.a,4,intra
440,213,,310,2,M7.b,X0.a,L5.a,4,intra
441,214,,311,2,M7.b,X1.a,L5.a,4,intra
442,215,,311,2,M7.b,X1.a,L5.a,2,intra
443,216,,310,2,M6.b,X0.a,L6.b,2,intra
444,218,,311,2,M5.b,X0.a,L5.a,4,intra
445,219,,311,2,M5.b,X0.a,L6.c,2,intra
446,220,,326,2,M6.a,X0.a,L5.a,2,intra
447,220,,310,2,M6.a,X0.a,L3.c,1,intra
448,222,,322,2,M7.b,X0.a,L5.b,2,intra
449,223,,323,2,M8.a,X0.a,L5.a,2,intra
450,224,,326,2,M8.b,X0.a,L6.b,2,intra
451,224,,323,2,M8.b,X0.a,L4.a,1,intra
452,225,,322,2,M5.b,X0.a,L6.b,1,intra
453,225,,311,2,M6.a,X1.a,L3.c,1,intra
454,226,,311,2,M6.a,X1.a,L3.c,2,intra
455,227,,323,2,M5.b,X0.a,L5.a,4,intra
456,228,,323,2,M5.b,X0.a,L6.c,1,intra
457,228,,326,2,M5.b,X0.a,L5.b,2,intra
458,229,,326,2,M5.a,X0.a,L2.c,2,intra
459,229,,338,2,M5.a,X0.a,L4.a,1,intra
460,230,,323,2,M6.a,X0.a,L2.c,2,intra
461,230,,338,2,M6.a,X0.a,L5.a,2,intra
462,231,,322,2,M6.a,X0.a,L2.c,4,intra
463,232,,323,2,M6.a,X0.a,L2.c,2,intra
464,233,,338,2,M7.b,X0.a,L6.a,2,intra
465,234,,394,2,M7.b,X1.a,L3.a,2,intra
466,234,,339,2,M7.b,X1.a,L5.a,4,intra
467,234,,308,2,M1.b,X0.a,L3.a,1,intra
468,234,,381,2,M1.b,X0.a,L6.a,2,intra
469,234,,324,2,M1.b,X0.a,L5.a,2,intra
470,234,,342,2,M7.b,X1.a,L6.a,4,intra
471,235,,348,2,M7.b,X1.a,L5.a,1,intra
472,235,,309,2,M1.b,X0.a,L3.a,1,intra
473,235,,339,2,M8.b,X2.a,L4.a,1,intra
474,235,,417,2,M1.b,X0.a,L6.a,2,intra
475,235,,362,2,M7.b,X1.a,L3.a,1,intra
476,235,,345,2,M7.b,X1.a,L6.a,2,intra
477,235,,314,2,M1.b,X0.a,L5.a,1,intra
478,235,,319,2,M8.b,X2.a,L3.a,1,intra
479,235,,346,2,M8.b,X2.a,L6.a,2,intra
